,eta,pure online,best price,payoff(r=0.50),payoff(r=0.75),payoff(r=1.00),payoff(r=1.50)
165,-1.3779047919369234,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
166,-1.376904134862169,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
167,-1.3759034777874144,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
168,-1.37490282071266,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
169,-1.3739021636379056,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
170,-1.3729015065631511,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
171,-1.3719008494883966,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
172,-1.3709001924136421,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
173,-1.3698995353388876,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
174,-1.3688988782641331,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
175,-1.3678982211893786,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
176,-1.3668975641146242,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
177,-1.3658969070398697,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
178,-1.3648962499651152,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
179,-1.3638955928903607,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
180,-1.3628949358156062,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
181,-1.3618942787408517,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
182,-1.3608936216660972,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
183,-1.3598929645913427,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
184,-1.3588923075165882,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
185,-1.3578916504418337,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
186,-1.3568909933670794,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
187,-1.355890336292325,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
188,-1.3548896792175704,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
189,-1.353889022142816,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
190,-1.3528883650680614,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
191,-1.351887707993307,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
192,-1.3508870509185524,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
193,-1.349886393843798,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
194,-1.3488857367690434,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
195,-1.347885079694289,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
196,-1.3468844226195344,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
197,-1.34588376554478,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
198,-1.3448831084700255,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
199,-1.343882451395271,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
200,-1.3428817943205165,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
201,-1.341881137245762,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
202,-1.3408804801710075,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
203,-1.3398798230962532,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
204,-1.3388791660214987,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
205,-1.3378785089467442,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
206,-1.3368778518719897,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
207,-1.3358771947972352,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
208,-1.3348765377224807,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
209,-1.3338758806477262,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
210,-1.3328752235729717,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
211,-1.3318745664982172,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
212,-1.3308739094234627,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
213,-1.3298732523487082,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
214,-1.3288725952739537,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
215,-1.3278719381991992,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
216,-1.3268712811244447,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
217,-1.3258706240496902,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
218,-1.3248699669749358,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
219,-1.3238693099001813,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
220,-1.322868652825427,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
221,-1.3218679957506725,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
222,-1.320867338675918,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
223,-1.3198666816011635,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
224,-1.318866024526409,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
225,-1.3178653674516545,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
226,-1.3168647103769,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
227,-1.3158640533021455,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
228,-1.314863396227391,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
229,-1.3138627391526365,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
230,-1.312862082077882,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
231,-1.3118614250031275,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
232,-1.310860767928373,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
233,-1.3098601108536185,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
234,-1.308859453778864,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
235,-1.3078587967041095,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
236,-1.306858139629355,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
237,-1.3058574825546008,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
238,-1.3048568254798463,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
239,-1.3038561684050918,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
240,-1.3028555113303373,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
241,-1.3018548542555828,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
242,-1.3008541971808283,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
243,-1.2998535401060738,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
244,-1.2988528830313193,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
245,-1.2978522259565648,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
246,-1.2968515688818103,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
247,-1.2958509118070558,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
248,-1.2948502547323013,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
249,-1.2938495976575468,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
250,-1.2928489405827923,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
251,-1.2918482835080378,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
252,-1.2908476264332833,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
253,-1.2898469693585288,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
254,-1.2888463122837746,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
255,-1.28784565520902,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
256,-1.2868449981342656,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
257,-1.285844341059511,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
258,-1.2848436839847566,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
259,-1.283843026910002,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
260,-1.2828423698352476,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
261,-1.281841712760493,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
262,-1.2808410556857386,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
263,-1.279840398610984,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
264,-1.2788397415362296,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
265,-1.277839084461475,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
266,-1.2768384273867206,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
267,-1.275837770311966,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
268,-1.2748371132372116,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
269,-1.273836456162457,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
270,-1.2728357990877026,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
271,-1.2718351420129483,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
272,-1.2708344849381938,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
273,-1.2698338278634393,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
274,-1.2688331707886848,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
275,-1.2678325137139304,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
276,-1.2668318566391759,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
277,-1.2658311995644214,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
278,-1.2648305424896669,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
279,-1.2638298854149124,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
280,-1.2628292283401579,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
281,-1.2618285712654034,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
282,-1.2608279141906489,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
283,-1.2598272571158944,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
284,-1.2588266000411399,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
285,-1.2578259429663854,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
286,-1.256825285891631,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
287,-1.2558246288168764,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
288,-1.2548239717421221,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
289,-1.2538233146673676,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
290,-1.2528226575926131,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
291,-1.2518220005178586,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
292,-1.2508213434431041,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
293,-1.2498206863683496,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
294,-1.2488200292935951,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
295,-1.2478193722188407,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
296,-1.2468187151440862,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
297,-1.2458180580693317,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
298,-1.2448174009945772,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
299,-1.2438167439198227,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
300,-1.2428160868450682,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
301,-1.2418154297703137,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
302,-1.2408147726955592,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
303,-1.2398141156208047,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
304,-1.2388134585460502,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
305,-1.237812801471296,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
306,-1.2368121443965414,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
307,-1.235811487321787,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
308,-1.2348108302470324,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
309,-1.233810173172278,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
310,-1.2328095160975234,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
311,-1.231808859022769,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
312,-1.2308082019480144,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
313,-1.22980754487326,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
314,-1.2288068877985054,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
315,-1.227806230723751,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
316,-1.2268055736489965,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
317,-1.225804916574242,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
318,-1.2248042594994875,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
319,-1.223803602424733,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
320,-1.2228029453499785,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
321,-1.221802288275224,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
322,-1.2208016312004697,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
323,-1.2198009741257152,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
324,-1.2188003170509607,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
325,-1.2177996599762062,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
326,-1.2167990029014517,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
327,-1.2157983458266972,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
328,-1.2147976887519427,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
329,-1.2137970316771882,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
330,-1.2127963746024337,9153.5,10314.2,9153.5,9153.5,9153.5,9153.5
